timestamp,interval,route,cars,cyclists,pedestrians,vans,buses,trucks,incoming_total,outgoing_total,vehicle_volume,net_traffic,dominant_class,day_of_week,hour,is_weekend,sensor_id
2025-01-01 03:50:00,5min,incoming,1,0,0,0,0,0,1,1,1,0,cars,2,3,False,sensor_2
2025-01-01 03:55:00,5min,outgoing,2,0,0,1,0,0,2,3,3,-1,cars,2,3,False,sensor_1
2025-01-01 04:00:00,5min,outgoing,3,0,2,0,0,1,4,4,4,0,cars,2,4,False,sensor_1
2025-01-01 04:05:00,5min,incoming,1,0,0,0,0,0,1,0,1,1,cars,2,4,False,sensor_2
2025-01-01 04:10:00,1h,incoming,2,0,1,1,0,0,3,2,3,1,cars,2,4,False,sensor_2
2025-01-01 04:15:00,15min,incoming,1,0,0,0,0,1,2,1,2,1,cars,2,4,False,sensor_2
2025-01-01 04:20:00,15min,incoming,2,2,0,0,0,0,2,2,4,0,cars,2,4,False,sensor_2
2025-01-01 04:25:00,15min,outgoing,1,0,2,0,1,0,2,2,2,0,pedestrians,2,4,False,sensor_1
2025-01-01 04:30:00,5min,pedestrian,1,0,0,0,0,0,1,1,1,0,cars,2,4,False,sensor_2
2025-01-01 04:35:00,15min,outgoing,3,0,0,0,0,0,2,3,3,-1,cars,2,4,False,sensor_2
2025-01-01 04:40:00,5min,incoming,3,0,1,0,0,1,4,5,4,-1,cars,2,4,False,sensor_1
2025-01-01 04:45:00,5min,pedestrian,0,0,0,0,0,0,0,0,0,0,cars,2,4,False,sensor_1
2025-01-01 04:50:00,5min,outgoing,1,0,0,1,0,0,1,2,2,-1,cars,2,4,False,sensor_1
2025-01-01 04:55:00,5min,incoming,2,0,1,0,0,0,2,1,2,1,cars,2,4,False,sensor_2
2025-01-01 05:00:00,5min,outgoing,2,0,1,0,0,0,2,2,2,0,cars,2,5,False,sensor_1
2025-01-01 05:05:00,5min,incoming,3,0,0,0,1,0,4,4,4,0,cars,2,5,False,sensor_2
2025-01-01 05:10:00,15min,outgoing,4,0,1,0,0,0,2,4,4,-2,cars,2,5,False,sensor_2
2025-01-01 05:15:00,5min,incoming,3,0,0,1,1,0,5,6,5,-1,cars,2,5,False,sensor_2
2025-01-01 05:20:00,5min,incoming,4,0,1,0,0,0,4,3,4,1,cars,2,5,False,sensor_2
2025-01-01 05:25:00,5min,incoming,0,0,0,0,0,0,0,0,0,0,cars,2,5,False,sensor_1
2025-01-01 05:30:00,5min,incoming,2,0,0,0,0,0,2,2,2,0,cars,2,5,False,sensor_1
2025-01-01 05:35:00,15min,outgoing,1,0,0,0,0,0,0,1,1,-1,cars,2,5,False,sensor_1
2025-01-01 05:40:00,5min,outgoing,5,2,0,1,0,0,7,6,8,1,cars,2,5,False,sensor_1
2025-01-01 05:45:00,1h,pedestrian,0,0,0,0,0,0,0,0,0,0,cars,2,5,False,sensor_1
2025-01-01 05:50:00,15min,incoming,2,0,1,0,0,0,2,2,2,0,cars,2,5,False,sensor_2
2025-01-01 05:55:00,5min,outgoing,7,1,2,0,0,0,5,7,8,-2,cars,2,5,False,sensor_2
2025-01-01 06:00:00,5min,outgoing,3,0,1,0,0,0,2,3,3,-1,cars,2,6,False,sensor_2
2025-01-01 06:05:00,15min,incoming,2,0,1,1,0,0,3,3,3,0,cars,2,6,False,sensor_2
2025-01-01 06:10:00,15min,outgoing,1,0,0,0,0,0,0,1,1,-1,cars,2,6,False,sensor_1
2025-01-01 06:15:00,15min,pedestrian,3,0,0,0,0,0,2,4,3,-2,cars,2,6,False,sensor_2
2025-01-01 06:20:00,15min,incoming,5,1,1,1,1,1,8,6,9,2,cars,2,6,False,sensor_2
2025-01-01 06:25:00,5min,outgoing,1,0,1,0,0,0,1,1,1,0,cars,2,6,False,sensor_2
2025-01-01 06:30:00,5min,outgoing,2,0,1,0,0,0,1,2,2,-1,cars,2,6,False,sensor_2
2025-01-01 06:35:00,5min,incoming,6,0,0,0,0,0,6,8,6,-2,cars,2,6,False,sensor_2
2025-01-01 06:40:00,15min,pedestrian,1,0,0,0,0,0,0,1,1,-1,cars,2,6,False,sensor_2
2025-01-01 06:45:00,5min,incoming,3,0,0,0,0,0,3,3,3,0,cars,2,6,False,sensor_1
2025-01-01 06:50:00,5min,outgoing,4,0,2,0,0,0,4,4,4,0,cars,2,6,False,sensor_1
2025-01-01 06:55:00,5min,outgoing,2,0,0,0,0,0,2,2,2,0,cars,2,6,False,sensor_2
2025-01-01 07:00:00,5min,incoming,36,3,5,4,1,2,43,35,46,8,cars,2,7,False,sensor_2
2025-01-01 07:05:00,5min,outgoing,45,3,7,1,3,1,40,50,53,-10,cars,2,7,False,sensor_2
2025-01-01 07:10:00,15min,pedestrian,18,0,6,1,0,2,24,18,21,6,cars,2,7,False,sensor_2
2025-01-01 07:15:00,5min,incoming,18,2,2,2,2,0,22,13,24,9,cars,2,7,False,sensor_2
2025-01-01 07:20:00,15min,incoming,31,3,8,2,0,1,34,30,37,4,cars,2,7,False,sensor_1
2025-01-01 07:25:00,5min,pedestrian,21,1,4,3,1,0,21,15,26,6,cars,2,7,False,sensor_1
2025-01-01 07:30:00,5min,incoming,17,1,1,2,1,0,20,15,21,5,cars,2,7,False,sensor_2
2025-01-01 07:35:00,15min,pedestrian,20,1,3,0,1,1,22,21,23,1,cars,2,7,False,sensor_1
2025-01-01 07:40:00,15min,outgoing,24,1,7,2,2,2,38,30,31,8,cars,2,7,False,sensor_2
2025-01-01 07:45:00,5min,outgoing,16,0,3,1,0,0,16,17,17,-1,cars,2,7,False,sensor_2
2025-01-01 07:50:00,15min,incoming,33,3,1,1,0,2,36,38,39,-2,cars,2,7,False,sensor_1
2025-01-01 07:55:00,5min,incoming,23,1,3,3,0,1,27,19,28,8,cars,2,7,False,sensor_1
2025-01-01 08:00:00,5min,incoming,28,4,4,3,0,3,34,34,38,0,cars,2,8,False,sensor_1
2025-01-01 08:05:00,5min,outgoing,24,0,4,4,5,0,45,33,33,12,cars,2,8,False,sensor_1
2025-01-01 08:10:00,5min,incoming,28,0,3,4,2,1,35,31,35,4,cars,2,8,False,sensor_2
2025-01-01 08:15:00,5min,outgoing,32,1,1,4,1,2,24,39,40,-15,cars,2,8,False,sensor_1
2025-01-01 08:20:00,5min,incoming,19,1,4,1,1,0,21,28,22,-7,cars,2,8,False,sensor_1
2025-01-01 08:25:00,5min,outgoing,26,1,3,4,3,2,26,35,36,-9,cars,2,8,False,sensor_1
2025-01-01 08:30:00,5min,incoming,20,3,5,2,1,0,23,28,26,-5,cars,2,8,False,sensor_2
2025-01-01 08:35:00,5min,outgoing,26,1,5,3,1,2,22,32,33,-10,cars,2,8,False,sensor_2
2025-01-01 08:40:00,15min,outgoing,29,2,6,3,0,2,31,34,36,-3,cars,2,8,False,sensor_2
2025-01-01 08:45:00,5min,incoming,28,1,5,0,1,1,30,25,31,5,cars,2,8,False,sensor_1
2025-01-01 08:50:00,5min,outgoing,18,0,6,3,2,1,28,24,24,4,cars,2,8,False,sensor_1
2025-01-01 08:55:00,15min,outgoing,34,1,10,3,0,1,50,38,39,12,cars,2,8,False,sensor_1
2025-01-01 09:00:00,5min,outgoing,23,2,1,1,1,1,36,26,28,10,cars,2,9,False,sensor_2
2025-01-01 09:05:00,5min,outgoing,35,1,3,1,4,1,34,41,42,-7,cars,2,9,False,sensor_1
2025-01-01 09:10:00,5min,incoming,16,0,5,3,0,0,19,16,19,3,cars,2,9,False,sensor_1
2025-01-01 09:15:00,5min,outgoing,15,2,5,1,2,1,14,19,21,-5,cars,2,9,False,sensor_2
2025-01-01 09:20:00,15min,outgoing,21,0,3,2,0,1,20,24,24,-4,cars,2,9,False,sensor_1
2025-01-01 09:25:00,15min,incoming,41,1,4,3,1,1,46,43,47,3,cars,2,9,False,sensor_1
2025-01-01 09:30:00,5min,outgoing,18,1,4,2,1,2,31,23,24,8,cars,2,9,False,sensor_1
2025-01-01 09:35:00,15min,incoming,30,1,5,3,0,1,34,39,35,-5,cars,2,9,False,sensor_1
2025-01-01 09:40:00,15min,incoming,31,2,4,3,1,2,37,41,39,-4,cars,2,9,False,sensor_2
2025-01-01 09:45:00,5min,outgoing,23,1,5,3,0,3,28,29,30,-1,cars,2,9,False,sensor_2
2025-01-01 09:50:00,15min,incoming,23,2,5,2,2,0,27,33,29,-6,cars,2,9,False,sensor_2
2025-01-01 09:55:00,5min,outgoing,28,2,3,4,2,1,26,35,37,-9,cars,2,9,False,sensor_1
2025-01-01 10:00:00,15min,incoming,23,1,6,2,2,1,28,28,29,0,cars,2,10,False,sensor_1
2025-01-01 10:05:00,15min,outgoing,19,4,0,2,1,0,14,22,26,-8,cars,2,10,False,sensor_2
2025-01-01 10:10:00,5min,pedestrian,25,1,7,3,2,0,29,28,31,1,cars,2,10,False,sensor_1
2025-01-01 10:15:00,5min,outgoing,28,1,2,1,1,1,20,31,32,-11,cars,2,10,False,sensor_2
2025-01-01 10:20:00,5min,outgoing,36,1,3,8,1,0,39,45,46,-6,cars,2,10,False,sensor_2
2025-01-01 10:25:00,5min,incoming,28,0,7,6,2,1,37,38,37,-1,cars,2,10,False,sensor_1
2025-01-01 10:30:00,15min,incoming,28,0,11,4,2,0,34,21,34,13,cars,2,10,False,sensor_2
2025-01-01 10:35:00,15min,incoming,28,2,1,4,1,0,33,20,35,13,cars,2,10,False,sensor_2
2025-01-01 10:40:00,5min,outgoing,36,0,8,3,0,2,38,41,41,-3,cars,2,10,False,sensor_2
2025-01-01 10:45:00,5min,incoming,36,2,2,2,0,2,40,40,42,0,cars,2,10,False,sensor_2
2025-01-01 10:50:00,5min,pedestrian,29,1,7,5,1,3,50,44,39,6,cars,2,10,False,sensor_2
2025-01-01 10:55:00,5min,pedestrian,22,0,5,0,0,0,19,18,22,1,cars,2,10,False,sensor_2
2025-01-01 11:00:00,5min,incoming,6,0,4,0,1,0,7,6,7,1,cars,2,11,False,sensor_1
2025-01-01 11:05:00,5min,outgoing,13,1,5,1,1,2,21,17,18,4,cars,2,11,False,sensor_2
2025-01-01 11:10:00,15min,incoming,18,2,11,2,0,0,20,13,22,7,cars,2,11,False,sensor_2
2025-01-01 11:15:00,5min,incoming,19,1,10,1,0,1,21,26,22,-5,cars,2,11,False,sensor_1
2025-01-01 11:20:00,5min,outgoing,10,0,4,0,1,0,14,11,11,3,cars,2,11,False,sensor_1
2025-01-01 11:25:00,15min,outgoing,10,0,2,0,0,0,7,10,10,-3,cars,2,11,False,sensor_2
2025-01-01 11:30:00,5min,incoming,14,0,4,0,1,1,16,21,16,-5,cars,2,11,False,sensor_1
2025-01-01 11:35:00,1h,incoming,12,1,1,1,1,1,15,13,16,2,cars,2,11,False,sensor_1
2025-01-01 11:40:00,1h,outgoing,11,0,8,1,0,0,12,12,12,0,cars,2,11,False,sensor_2
2025-01-01 11:45:00,5min,pedestrian,6,0,2,0,0,1,8,7,7,1,cars,2,11,False,sensor_1
2025-01-01 11:50:00,5min,outgoing,14,1,4,4,1,1,25,20,21,5,cars,2,11,False,sensor_2
2025-01-01 11:55:00,5min,pedestrian,16,0,10,6,3,0,29,20,25,9,cars,2,11,False,sensor_2
2025-01-01 12:00:00,5min,incoming,11,0,6,0,0,1,12,15,12,-3,cars,2,12,False,sensor_2
2025-01-01 12:05:00,5min,outgoing,14,0,12,2,1,1,17,18,18,-1,cars,2,12,False,sensor_2
2025-01-01 12:10:00,5min,outgoing,18,2,3,2,0,2,23,22,24,1,cars,2,12,False,sensor_1
2025-01-01 12:15:00,5min,incoming,16,1,11,1,0,1,18,14,19,4,cars,2,12,False,sensor_2
2025-01-01 12:20:00,5min,incoming,14,1,2,2,0,0,16,19,17,-3,cars,2,12,False,sensor_1
2025-01-01 12:25:00,5min,incoming,16,0,4,0,1,0,17,16,17,1,cars,2,12,False,sensor_1
2025-01-01 12:30:00,15min,pedestrian,13,0,7,2,0,1,9,19,16,-10,cars,2,12,False,sensor_2
2025-01-01 12:35:00,5min,incoming,9,0,6,0,1,0,10,11,10,-1,cars,2,12,False,sensor_2
2025-01-01 12:40:00,5min,incoming,13,1,3,2,1,0,16,11,17,5,cars,2,12,False,sensor_1
2025-01-01 12:45:00,5min,pedestrian,13,2,3,3,0,0,21,18,18,3,cars,2,12,False,sensor_2
2025-01-01 12:50:00,1h,incoming,6,0,3,1,1,0,8,11,8,-3,cars,2,12,False,sensor_2
2025-01-01 12:55:00,5min,incoming,10,1,7,1,2,0,13,9,14,4,cars,2,12,False,sensor_2
2025-01-01 13:00:00,5min,outgoing,14,1,7,1,1,0,21,16,17,5,cars,2,13,False,sensor_1
2025-01-01 13:05:00,15min,incoming,15,2,9,0,2,0,17,22,19,-5,cars,2,13,False,sensor_1
2025-01-01 13:10:00,5min,incoming,9,2,4,0,0,0,9,9,11,0,cars,2,13,False,sensor_1
2025-01-01 13:15:00,15min,outgoing,14,1,3,1,0,1,15,16,17,-1,cars,2,13,False,sensor_1
2025-01-01 13:20:00,5min,outgoing,9,2,4,1,1,1,8,12,14,-4,cars,2,13,False,sensor_2
2025-01-01 13:25:00,5min,outgoing,10,0,8,2,0,0,11,12,12,-1,cars,2,13,False,sensor_2
2025-01-01 13:30:00,5min,incoming,15,0,8,2,0,1,18,14,18,4,cars,2,13,False,sensor_1
2025-01-01 13:35:00,5min,outgoing,10,1,6,2,0,0,12,12,13,0,cars,2,13,False,sensor_1
2025-01-01 13:40:00,5min,outgoing,20,0,7,1,1,1,30,23,23,7,cars,2,13,False,sensor_1
2025-01-01 13:45:00,15min,incoming,16,0,8,2,2,1,21,28,21,-7,cars,2,13,False,sensor_1
2025-01-01 13:50:00,5min,outgoing,12,1,5,0,0,3,18,15,16,3,cars,2,13,False,sensor_1
2025-01-01 13:55:00,5min,incoming,8,0,2,0,1,0,9,9,9,0,cars,2,13,False,sensor_2
2025-01-01 14:00:00,5min,outgoing,17,0,4,0,0,0,17,17,17,0,cars,2,14,False,sensor_1
2025-01-01 14:05:00,5min,outgoing,12,1,7,1,0,1,14,14,15,0,cars,2,14,False,sensor_1
2025-01-01 14:10:00,5min,incoming,11,0,8,2,0,0,13,11,13,2,cars,2,14,False,sensor_2
2025-01-01 14:15:00,5min,incoming,8,1,6,0,0,0,8,9,9,-1,cars,2,14,False,sensor_2
2025-01-01 14:20:00,5min,outgoing,12,1,6,1,2,0,14,15,16,-1,cars,2,14,False,sensor_2
2025-01-01 14:25:00,5min,outgoing,8,1,5,0,0,0,7,8,9,-1,cars,2,14,False,sensor_1
2025-01-01 14:30:00,5min,incoming,9,0,2,1,0,1,11,12,11,-1,cars,2,14,False,sensor_2
2025-01-01 14:35:00,5min,incoming,21,3,9,3,1,1,26,30,29,-4,cars,2,14,False,sensor_1
2025-01-01 14:40:00,5min,outgoing,19,2,10,3,0,1,24,23,25,1,cars,2,14,False,sensor_1
2025-01-01 14:45:00,5min,incoming,11,0,6,0,1,0,12,16,12,-4,cars,2,14,False,sensor_2
2025-01-01 14:50:00,15min,incoming,14,0,5,1,0,0,15,13,15,2,cars,2,14,False,sensor_1
2025-01-01 14:55:00,5min,incoming,11,1,6,3,1,0,15,9,16,6,cars,2,14,False,sensor_1
2025-01-01 15:00:00,5min,incoming,21,2,5,1,2,0,24,23,26,1,cars,2,15,False,sensor_2
2025-01-01 15:05:00,5min,incoming,14,0,3,0,0,0,14,13,14,1,cars,2,15,False,sensor_2
2025-01-01 15:10:00,15min,outgoing,12,0,1,3,0,0,16,15,15,1,cars,2,15,False,sensor_2
2025-01-01 15:15:00,15min,outgoing,14,1,0,0,0,1,12,15,16,-3,cars,2,15,False,sensor_2
2025-01-01 15:20:00,5min,outgoing,9,2,1,1,1,0,15,11,13,4,cars,2,15,False,sensor_2
2025-01-01 15:25:00,5min,outgoing,8,1,3,1,0,1,12,10,11,2,cars,2,15,False,sensor_2
2025-01-01 15:30:00,15min,outgoing,7,0,2,2,1,1,6,11,11,-5,cars,2,15,False,sensor_2
2025-01-01 15:35:00,5min,incoming,8,0,1,1,0,0,9,11,9,-2,cars,2,15,False,sensor_2
2025-01-01 15:40:00,5min,incoming,11,1,1,2,1,0,14,17,15,-3,cars,2,15,False,sensor_2
2025-01-01 15:45:00,5min,pedestrian,6,1,1,0,0,0,6,6,7,0,cars,2,15,False,sensor_2
2025-01-01 15:50:00,5min,incoming,7,1,3,0,0,1,8,8,9,0,cars,2,15,False,sensor_1
2025-01-01 15:55:00,15min,outgoing,14,4,6,2,1,0,20,17,21,3,cars,2,15,False,sensor_1
2025-01-01 16:00:00,15min,incoming,23,0,4,2,1,1,27,18,27,9,cars,2,16,False,sensor_1
2025-01-01 16:05:00,5min,outgoing,30,2,2,4,2,1,32,37,39,-5,cars,2,16,False,sensor_2
2025-01-01 16:10:00,5min,outgoing,31,0,2,7,2,1,47,41,41,6,cars,2,16,False,sensor_1
2025-01-01 16:15:00,5min,outgoing,18,3,3,2,0,0,20,20,23,0,cars,2,16,False,sensor_1
2025-01-01 16:20:00,15min,outgoing,23,1,5,4,0,3,31,30,31,1,cars,2,16,False,sensor_1
2025-01-01 16:25:00,15min,outgoing,35,0,5,2,1,1,36,39,39,-3,cars,2,16,False,sensor_1
2025-01-01 16:30:00,15min,outgoing,29,1,5,5,0,2,44,36,37,8,cars,2,16,False,sensor_1
2025-01-01 16:35:00,15min,incoming,25,4,2,5,2,1,33,42,37,-9,cars,2,16,False,sensor_2
2025-01-01 16:40:00,5min,pedestrian,23,2,4,6,0,1,28,30,32,-2,cars,2,16,False,sensor_2
2025-01-01 16:45:00,5min,outgoing,38,1,9,5,1,3,57,47,48,10,cars,2,16,False,sensor_2
2025-01-01 16:50:00,5min,incoming,40,1,3,4,0,1,45,48,46,-3,cars,2,16,False,sensor_1
2025-01-01 16:55:00,15min,incoming,30,0,0,2,0,2,34,25,34,9,cars,2,16,False,sensor_1
2025-01-01 17:00:00,5min,incoming,29,1,1,2,0,2,33,20,34,13,cars,2,17,False,sensor_2
2025-01-01 17:05:00,5min,outgoing,35,3,4,2,2,0,44,39,42,5,cars,2,17,False,sensor_2
2025-01-01 17:10:00,5min,outgoing,22,2,6,2,0,1,18,25,27,-7,cars,2,17,False,sensor_2
2025-01-01 17:15:00,5min,outgoing,18,1,3,0,1,1,17,20,21,-3,cars,2,17,False,sensor_1
2025-01-01 17:20:00,5min,outgoing,31,2,5,2,1,1,28,35,37,-7,cars,2,17,False,sensor_2
2025-01-01 17:25:00,5min,outgoing,20,2,4,1,0,2,31,23,25,8,cars,2,17,False,sensor_2
2025-01-01 17:30:00,5min,outgoing,24,3,7,2,0,1,24,27,30,-3,cars,2,17,False,sensor_2
2025-01-01 17:35:00,5min,outgoing,23,1,0,3,2,0,20,28,29,-8,cars,2,17,False,sensor_2
2025-01-01 17:40:00,5min,outgoing,28,3,3,4,1,1,40,34,37,6,cars,2,17,False,sensor_2
2025-01-01 17:45:00,5min,incoming,31,1,6,3,0,1,35,42,36,-7,cars,2,17,False,sensor_1
2025-01-01 17:50:00,15min,outgoing,22,1,10,1,2,1,32,26,27,6,cars,2,17,False,sensor_1
2025-01-01 17:55:00,5min,incoming,41,1,6,3,1,2,47,31,48,16,cars,2,17,False,sensor_2
2025-01-01 18:00:00,5min,incoming,28,1,1,3,2,1,34,25,35,9,cars,2,18,False,sensor_1
2025-01-01 18:05:00,15min,incoming,27,2,6,1,1,1,30,32,32,-2,cars,2,18,False,sensor_2
2025-01-01 18:10:00,5min,outgoing,22,0,3,2,1,0,34,25,25,9,cars,2,18,False,sensor_2
2025-01-01 18:15:00,15min,incoming,17,0,1,1,1,1,20,14,20,6,cars,2,18,False,sensor_1
2025-01-01 18:20:00,5min,outgoing,32,2,9,4,2,0,35,38,40,-3,cars,2,18,False,sensor_1
2025-01-01 18:25:00,5min,outgoing,25,2,2,1,1,0,34,27,29,7,cars,2,18,False,sensor_1
2025-01-01 18:30:00,5min,outgoing,15,0,7,2,1,1,16,19,19,-3,cars,2,18,False,sensor_1
2025-01-01 18:35:00,5min,incoming,32,1,4,2,1,1,36,23,37,13,cars,2,18,False,sensor_2
2025-01-01 18:40:00,5min,incoming,21,1,7,2,0,4,27,30,28,-3,cars,2,18,False,sensor_1
2025-01-01 18:45:00,5min,outgoing,39,1,7,1,1,4,36,45,46,-9,cars,2,18,False,sensor_2
2025-01-01 18:50:00,1h,outgoing,23,3,5,1,0,1,34,25,28,9,cars,2,18,False,sensor_2
2025-01-01 18:55:00,5min,incoming,19,2,6,0,0,1,20,13,22,7,cars,2,18,False,sensor_2
2025-01-01 19:00:00,15min,outgoing,30,0,9,7,1,3,35,41,41,-6,cars,2,19,False,sensor_2
2025-01-01 19:05:00,5min,outgoing,25,1,3,7,0,0,23,32,33,-9,cars,2,19,False,sensor_2
2025-01-01 19:10:00,15min,outgoing,22,1,1,1,1,0,28,24,25,4,cars,2,19,False,sensor_1
2025-01-01 19:15:00,5min,outgoing,42,3,11,2,2,1,63,47,50,16,cars,2,19,False,sensor_2
2025-01-01 19:20:00,5min,outgoing,29,1,5,4,0,0,29,33,34,-4,cars,2,19,False,sensor_1
2025-01-01 19:25:00,5min,incoming,21,4,7,4,1,1,27,35,31,-8,cars,2,19,False,sensor_2
2025-01-01 19:30:00,5min,incoming,17,2,3,2,1,0,20,15,22,5,cars,2,19,False,sensor_1
2025-01-01 19:35:00,15min,outgoing,15,0,3,5,1,0,22,21,21,1,cars,2,19,False,sensor_1
2025-01-01 19:40:00,5min,outgoing,26,4,4,1,0,1,32,28,32,4,cars,2,19,False,sensor_2
2025-01-01 19:45:00,5min,pedestrian,23,0,7,3,0,0,24,34,26,-10,cars,2,19,False,sensor_2
2025-01-01 19:50:00,5min,outgoing,20,2,5,1,4,0,26,25,27,1,cars,2,19,False,sensor_1
2025-01-01 19:55:00,5min,incoming,27,0,5,4,0,1,32,32,32,0,cars,2,19,False,sensor_2
2025-01-01 20:00:00,15min,incoming,7,1,1,0,0,0,7,6,8,1,cars,2,20,False,sensor_2
2025-01-01 20:05:00,1h,pedestrian,3,0,1,1,0,0,4,3,4,1,cars,2,20,False,sensor_1
2025-01-01 20:10:00,15min,outgoing,3,0,2,0,0,0,3,3,3,0,cars,2,20,False,sensor_1
2025-01-01 20:15:00,5min,outgoing,12,1,0,1,0,0,8,13,14,-5,cars,2,20,False,sensor_2
2025-01-01 20:20:00,5min,outgoing,8,1,1,2,1,0,10,11,12,-1,cars,2,20,False,sensor_2
2025-01-01 20:25:00,15min,outgoing,4,0,1,0,0,0,3,4,4,-1,cars,2,20,False,sensor_2
